# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCA_002504285.1	PRJNA412107	SAMN07695532	NA	na	636	636	Edwardsiella tarda	strain=KC-Pc-HB1	NA	latest	Complete Genome	Major	Full	2017-10-10	ASM250428v1	Korea Research Institute of Bioscience & Biotechnology	GCF_002504285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/504/285/GCA_002504285.1_ASM250428v1	NA	NA
GCA_003354245.1	PRJDB7216	SAMD00131843	NA	na	636	636	Edwardsiella tarda	strain=ET-1	NA	latest	Complete Genome	Major	Full	2016-04-14	ASM335424v1	DDBJ	GCF_003354245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/354/245/GCA_003354245.1_ASM335424v1	NA	NA
GCA_004768525.1	PRJNA529362	SAMN11265189	NA	representative genome	638	638	Arsenophonus nasoniae	strain=FIN	NA	latest	Complete Genome	Major	Full	2019-04-10	ASM476852v1	University of Liverpool	GCF_004768525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/768/525/GCA_004768525.1_ASM476852v1	NA	NA
GCA_000014805.1	PRJNA16697	SAMN02604052	NA	representative genome	380703	644	Aeromonas hydrophila subsp. hydrophila ATCC 7966	strain=ATCC 7966	NA	latest	Complete Genome	Major	Full	2006-11-06	ASM1480v1	TIGR	GCF_000014805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/805/GCA_000014805.1_ASM1480v1	NA	assembly from type material
GCA_000401555.1	PRJNA188141	SAMN02603614	NA	na	1288394	644	Aeromonas hydrophila ML09-119	strain=ML09-119	NA	latest	Complete Genome	Major	Full	2013-05-24	ASM40155v1	Mississippi State University	GCF_000401555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/401/555/GCA_000401555.1_ASM40155v1	NA	NA
GCA_000512185.1	PRJNA210524	SAMN02641590	NA	na	1354302	644	Aeromonas hydrophila 4AK4	strain=4AK4	NA	latest	Complete Genome	Major	Full	2013-12-30	ASM51218v1	Tsinghua University	GCF_000512185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/185/GCA_000512185.1_ASM51218v1	NA	NA
GCA_000612075.2	PRJNA234473	SAMN02713488	NA	na	1448139	644	Aeromonas hydrophila YL17	strain=YL17	NA	latest	Complete Genome	Major	Full	2016-01-11	ASM61207v2	UNIVERSITY OF MALAYA	GCF_000612075.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/612/075/GCA_000612075.2_ASM61207v2	NA	NA
GCA_000633175.1	PRJNA227037	SAMN02726090	NA	na	1418110	644	Aeromonas hydrophila AL09-71	strain=AL09-71	4	latest	Complete Genome	Major	Full	2014-04-18	ASM63317v1	usda, ars, aahru	GCF_000633175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/633/175/GCA_000633175.1_ASM63317v1	NA	NA
GCA_000635955.1	PRJNA227038	SAMN02728499	NA	na	1418107	644	Aeromonas hydrophila pc104A	strain=pc104A	NA	latest	Complete Genome	Major	Full	2014-04-22	ASM63595v1	USDA, ARS, AAHRU	GCF_000635955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/635/955/GCA_000635955.1_ASM63595v1	NA	NA
GCA_000819505.1	PRJNA227242	SAMN03283200	NA	na	1419584	644	Aeromonas hydrophila J-1	strain=J-1	NA	latest	Complete Genome	Major	Full	2015-01-16	ASM81950v1	Nanjing Agricultural University	GCF_000819505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/819/505/GCA_000819505.1_ASM81950v1	NA	NA
GCA_000940915.1	PRJNA270887	SAMN03366652	NA	na	644	644	Aeromonas hydrophila	strain=AL06-06	NA	latest	Complete Genome	Major	Full	2015-03-04	ASM94091v1	Mississippi State University	GCF_000940915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/940/915/GCA_000940915.1_ASM94091v1	NA	NA
GCA_000963645.1	PRJNA278509	SAMN03421355	NA	na	644	644	Aeromonas hydrophila	strain=AH10	NA	latest	Complete Genome	Major	Full	2015-03-26	ASM96364v1	Shanghai Ocean University	GCF_000963645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/963/645/GCA_000963645.1_ASM96364v1	NA	NA
GCA_001019645.1	PRJNA226230	SAMN03744001	NA	na	1416915	644	Aeromonas hydrophila NJ-35	strain=NJ-35	NA	latest	Complete Genome	Major	Full	2015-06-03	ASM101964v1	Nanjing Agricultural University	GCF_001019645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/019/645/GCA_001019645.1_ASM101964v1	NA	NA
GCA_001455365.1	PRJNA302121	SAMN04266592	NA	na	644	644	Aeromonas hydrophila	strain=JBN2301	NA	latest	Complete Genome	Major	Full	2015-12-02	ASM145536v1	Wuhan Polytechnic University	GCF_001455365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/455/365/GCA_001455365.1_ASM145536v1	NA	NA
GCA_001518775.1	PRJNA308632	SAMN04404355	NA	na	644	644	Aeromonas hydrophila	strain=D4	NA	latest	Complete Genome	Major	Full	2016-01-20	ASM151877v1	HUAZHONG AGRICULTURAL UNIVERSITY	GCF_001518775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/518/775/GCA_001518775.1_ASM151877v1	NA	NA
GCA_001683535.1	PRJNA323754	SAMN05188441	NA	na	644	644	Aeromonas hydrophila	strain=GYK1	NA	latest	Complete Genome	Major	Full	2016-07-11	ASM168353v1	Chinese Academy of Fishery Sciences	GCF_001683535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/683/535/GCA_001683535.1_ASM168353v1	NA	NA
GCA_001687125.1	PRJNA273636	SAMN03294822	NA	na	644	644	Aeromonas hydrophila	strain=AHNIH1	NA	latest	Complete Genome	Major	Full	2016-07-18	ASM168712v1	NHGRI/NIH	GCF_001687125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/687/125/GCA_001687125.1_ASM168712v1	NA	NA
GCA_001895965.1	PRJNA353572	SAMN06016471	NA	na	644	644	Aeromonas hydrophila	strain=MX16A	NA	latest	Complete Genome	Major	Full	2016-12-09	ASM189596v1	Aeromonas hydrophila	GCF_001895965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/895/965/GCA_001895965.1_ASM189596v1	NA	NA
GCA_002850695.3	PRJNA415336	SAMN07821593	NA	na	196023	644	Aeromonas hydrophila subsp. hydrophila	strain=WCHAH045096	NA	latest	Complete Genome	Major	Full	2019-08-16	ASM285069v3	West China Hospital, Sichuan University	GCF_002850695.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/850/695/GCA_002850695.3_ASM285069v3	NA	NA
GCA_003014775.1	PRJNA438415	SAMN08715271	NA	na	644	644	Aeromonas hydrophila	strain=KN-Mc-1R2	NA	latest	Complete Genome	Major	Full	2018-03-24	ASM301477v1	Korea Research Institute of Bioscience and Biotechnology	GCF_003014775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/014/775/GCA_003014775.1_ASM301477v1	NA	NA
GCA_003491225.1	PRJNA339368	SAMN05590109	NA	na	644	644	Aeromonas hydrophila	strain=ZYAH72	NA	latest	Complete Genome	Major	Full	2018-09-07	ASM349122v1	HuaZhong Agricultural University	GCF_003491225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/491/225/GCA_003491225.1_ASM349122v1	NA	NA
GCA_003491245.1	PRJNA339336	SAMN05589911	NA	na	644	644	Aeromonas hydrophila	strain=ZYAH75	NA	latest	Complete Genome	Major	Full	2018-09-07	ASM349124v1	HuaZhong Agricultural University	GCF_003491245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/491/245/GCA_003491245.1_ASM349124v1	NA	NA
GCA_004296435.1	PRJDB6962	SAMD00144877	NA	na	644	644	Aeromonas hydrophila	strain=GSH8-2	NA	latest	Complete Genome	Major	Full	2019-02-14	ASM429643v1	Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	GCF_004296435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/296/435/GCA_004296435.1_ASM429643v1	NA	NA
GCA_004684305.1	PRJNA530076	SAMN11293745	NA	na	644	644	Aeromonas hydrophila	strain=WCX23	NA	latest	Complete Genome	Major	Full	2019-04-07	ASM468430v1	Hunan Agricultural University	GCF_004684305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/684/305/GCA_004684305.1_ASM468430v1	NA	NA
GCA_004684325.1	PRJNA530083	SAMN11293757	NA	na	644	644	Aeromonas hydrophila	strain=23-C-23	NA	latest	Complete Genome	Major	Full	2019-04-07	ASM468432v1	Hunan Agricultural University	GCF_004684325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/684/325/GCA_004684325.1_ASM468432v1	NA	NA
GCA_009791455.1	PRJNA595800	SAMN13567714	NA	na	644	644	Aeromonas hydrophila	strain=HX-3	NA	latest	Complete Genome	Major	Full	2019-12-23	ASM979145v1	Ningbo University	GCF_009791455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/791/455/GCA_009791455.1_ASM979145v1	NA	NA
GCA_011602425.1	PRJNA611874	SAMN14351661	NA	na	644	644	Aeromonas hydrophila	strain=LHW39	NA	latest	Complete Genome	Major	Full	2020-03-21	ASM1160242v1	Huazhong Agricultural University	GCF_011602425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/602/425/GCA_011602425.1_ASM1160242v1	NA	NA
GCA_012273595.1	PRJNA622823	SAMN14533640	NA	na	644	644	Aeromonas hydrophila	strain=NEB724	NA	latest	Complete Genome	Major	Full	2020-04-12	ASM1227359v1	NEB	GCF_012273595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/273/595/GCA_012273595.1_ASM1227359v1	NA	NA
GCA_000196395.1	PRJNA16723	SAMN02603664	NA	representative genome	382245	645	Aeromonas salmonicida subsp. salmonicida A449	strain=A449	NA	latest	Complete Genome	Major	Full	2007-04-06	ASM19639v1	National Research Council Canada - Institute of Marine Biosciences	GCF_000196395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/395/GCA_000196395.1_ASM19639v1	NA	NA
GCA_001643275.2	PRJNA310296	SAMN04449844	NA	na	29491	645	Aeromonas salmonicida subsp. salmonicida	strain=J223	NA	latest	Complete Genome	Major	Full	2020-02-05	ASM164327v2	Universidad Mayor	GCF_001643275.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/643/275/GCA_001643275.2_ASM164327v2	NA	NA
GCA_002180335.1	PRJNA383853	SAMN06812489	NA	na	645	645	Aeromonas salmonicida	strain=O23A	NA	latest	Complete Genome	Major	Full	2017-06-08	ASM218033v1	University of Warsaw	GCF_002180335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/180/335/GCA_002180335.1_ASM218033v1	NA	NA
GCA_002214245.1	PRJNA391818	SAMN07276469	NA	na	645	645	Aeromonas salmonicida	strain=S121	NA	latest	Complete Genome	Major	Full	2017-07-03	ASM221424v1	Institute of Microbiology Chinese Academy of Sciences	GCF_002214245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/245/GCA_002214245.1_ASM221424v1	NA	NA
GCA_002214265.1	PRJNA391844	SAMN07276873	NA	na	645	645	Aeromonas salmonicida	strain=S68	NA	latest	Complete Genome	Major	Full	2017-07-03	ASM221426v1	Institute of Microbiology Chinese Academy of Sciences	GCF_002214265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/265/GCA_002214265.1_ASM221426v1	NA	NA
GCA_002214305.1	PRJNA391845	SAMN07276874	NA	na	645	645	Aeromonas salmonicida	strain=S44	NA	latest	Complete Genome	Major	Full	2017-07-03	ASM221430v1	Institute of Microbiology Chinese Academy of Sciences	GCF_002214305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/305/GCA_002214305.1_ASM221430v1	NA	NA
GCA_002313065.1	PRJNA342065	SAMN05735119	NA	na	197700	645	Aeromonas salmonicida subsp. masoucida	strain=RFAS1	NA	latest	Complete Genome	Major	Full	2017-09-19	ASM231306v1	Pukyong National University	GCF_002313065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/313/065/GCA_002313065.1_ASM231306v1	NA	NA
GCA_002735225.1	PRJNA299262	SAMN04208118	NA	na	1324960	645	Aeromonas salmonicida subsp. pectinolytica 34mel	strain=34mel	NA	latest	Complete Genome	Major	Full	2017-10-27	ASM273522v1	Max-Planck-Institute of Biochemistry	GCF_002735225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/735/225/GCA_002735225.1_ASM273522v1	NA	assembly from type material
GCA_002764135.1	PRJNA264317	SAMN07410266	NA	na	645	645	Aeromonas salmonicida	strain=A527	NA	latest	Complete Genome	Major	Full	2017-11-13	ASM276413v1	Universite Laval	GCF_002764135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/764/135/GCA_002764135.1_ASM276413v1	NA	NA
GCA_003692675.1	PRJNA264317	SAMN02469939	NA	na	1076135	645	Aeromonas salmonicida subsp. salmonicida 01-B526	strain=01-B526	NA	latest	Complete Genome	Major	Full	2018-10-29	ASM369267v1	Universite Laval	GCF_003692675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/692/675/GCA_003692675.1_ASM369267v1	NA	NA
GCA_008370735.1	PRJNA264317	SAMN11172869	NA	na	29491	645	Aeromonas salmonicida subsp. salmonicida	strain=SHY16-3432	NA	latest	Complete Genome	Major	Full	2019-09-12	ASM837073v1	Universite Laval	GCF_008370735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/370/735/GCA_008370735.1_ASM837073v1	NA	NA
GCA_009858115.1	PRJNA594426	SAMN13518349	NA	na	29491	645	Aeromonas salmonicida subsp. salmonicida	strain=J409	NA	latest	Complete Genome	Major	Full	2020-01-13	ASM985811v1	Memorial University of Newfoundland	GCF_009858115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/858/115/GCA_009858115.1_ASM985811v1	NA	NA
GCA_009858135.1	PRJNA594426	SAMN13518350	NA	na	29491	645	Aeromonas salmonicida subsp. salmonicida	strain=J410	NA	latest	Complete Genome	Major	Full	2020-01-13	ASM985813v1	Memorial University of Newfoundland	GCF_009858135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/858/135/GCA_009858135.1_ASM985813v1	NA	NA
GCA_012931585.1	PRJNA622411	SAMN14515089	NA	na	645	645	Aeromonas salmonicida	strain=SRW-OG1	NA	latest	Complete Genome	Major	Full	2020-04-29	ASM1293158v1	Jimei University	GCF_012931585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/931/585/GCA_012931585.1_ASM1293158v1	NA	NA
GCA_000783775.2	PRJNA231221	SAMN02934523	NA	na	648	648	Aeromonas caviae	strain=FDAARGOS_72	NA	latest	Complete Genome	Major	Full	2018-01-29	ASM78377v2	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCF_000783775.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/783/775/GCA_000783775.2_ASM78377v2	NA	NA
GCA_003294855.1	PRJNA428427	SAMN08290453	NA	na	648	648	Aeromonas caviae	strain=R25-6	NA	latest	Complete Genome	Major	Full	2018-07-09	ASM329485v1	Research center for Eco-environmental Sciences, Chinese Academy of Sciences	GCF_003294855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/294/855/GCA_003294855.1_ASM329485v1	NA	NA
GCA_003294895.1	PRJNA428427	SAMN08290452	NA	na	648	648	Aeromonas caviae	strain=T25-39	NA	latest	Complete Genome	Major	Full	2018-07-09	ASM329489v1	Research center for Eco-environmental Sciences, Chinese Academy of Sciences	GCF_003294895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/294/895/GCA_003294895.1_ASM329489v1	NA	NA
GCA_003925855.2	PRJDB6962	SAMD00144878	NA	na	648	648	Aeromonas caviae	strain=GSH8M-1	NA	latest	Complete Genome	Major	Full	2019-02-14	ASM392585v2	Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases	GCF_003925855.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/925/855/GCA_003925855.2_ASM392585v2	NA	NA
GCA_007179295.1	PRJNA540105	SAMN11521871	NA	na	648	648	Aeromonas caviae	strain=WCW1-2	NA	latest	Complete Genome	Major	Full	2019-07-19	ASM717929v1	South China Agricultural University	GCF_007179295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/179/295/GCA_007179295.1_ASM717929v1	NA	NA
GCA_900476005.1	PRJEB6403	SAMEA4475690	NA	representative genome	648	648	Aeromonas caviae	strain=NCTC12244	NA	latest	Complete Genome	Major	Full	2018-06-17	51438_H01	SC	GCF_900476005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/476/005/GCA_900476005.1_51438_H01	NA	assembly from type material
GCA_000287215.3	PRJNA170164	SAMN02472129	NA	representative genome	1208104	651	Aeromonas media WS	strain=WS	NA	latest	Complete Genome	Major	Full	2014-04-22	ASM28721v3	College of Life Science, Wuhan University	GCF_000287215.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/287/215/GCA_000287215.3_ASM28721v3	NA	NA
GCA_009931135.1	PRJNA601918	SAMN13876930	NA	na	651	651	Aeromonas media	strain=MC64	NA	latest	Complete Genome	Major	Full	2020-01-27	ASM993113v1	Shandong First Medical University	GCF_009931135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/931/135/GCA_009931135.1_ASM993113v1	NA	NA
GCA_001447335.1	PRJNA297116	SAMN04110141	NA	representative genome	652	652	Aeromonas schubertii	strain=WL1483	NA	latest	Complete Genome	Major	Full	2015-11-23	ASM144733v1	Pearl River Fishery Research Institute, Chinese Academy of Fishery Sciences	GCF_001447335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/447/335/GCA_001447335.1_ASM144733v1	NA	NA
GCA_004919485.1	PRJNA527158	SAMN11129962	NA	na	652	652	Aeromonas schubertii	strain=LF1708	NA	latest	Complete Genome	Major	Full	2019-04-28	ASM491948v1	Pearl River Fisheries Research Institute,CAFS	GCF_004919485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/919/485/GCA_004919485.1_ASM491948v1	NA	NA
GCA_000204115.1	PRJNA63671	SAMN02603940	NA	representative genome	998088	654	Aeromonas veronii B565	strain=B565	NA	latest	Complete Genome	Major	Full	2011-04-13	ASM20411v1	The Key Laboratory of Molecular Microbiology and Technology, Ministry of Education & Feed Research Institute, Chinese Academy of	GCF_000204115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/204/115/GCA_000204115.1_ASM20411v1	NA	NA
GCA_001593245.1	PRJNA293940	SAMN04012505	NA	na	654	654	Aeromonas veronii	strain=TH0426	NA	latest	Complete Genome	Major	Full	2016-03-16	ASM159324v1	Animal Science and Technology College,Jilin Agricultural University	GCF_001593245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/593/245/GCA_001593245.1_ASM159324v1	NA	NA
GCA_001634325.1	PRJNA279607	SAMN03455926	NA	na	654	654	Aeromonas veronii	strain=AVNIH1	NA	latest	Complete Genome	Major	Full	2016-04-29	ASM163432v1	NHGRI	GCF_001634325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/634/325/GCA_001634325.1_ASM163432v1	NA	NA
GCA_002803925.1	PRJNA419084	SAMN08042683	NA	na	654	654	Aeromonas veronii	strain=X11	NA	latest	Complete Genome	Major	Full	2017-12-04	ASM280392v1	the Colloge Of Fishers	GCF_002803925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/803/925/GCA_002803925.1_ASM280392v1	NA	NA
GCA_002803945.1	PRJNA419086	SAMN08042684	NA	na	654	654	Aeromonas veronii	strain=X12	NA	latest	Complete Genome	Major	Full	2017-12-04	ASM280394v1	the Colloge Of Fishers	GCF_002803945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/803/945/GCA_002803945.1_ASM280394v1	NA	NA
GCA_003491365.1	PRJNA438884	SAMN08731619	NA	na	654	654	Aeromonas veronii	strain=17ISAe	NA	latest	Complete Genome	Major	Full	2018-09-07	ASM349136v1	Pukyong national university	GCF_003491365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/491/365/GCA_003491365.1_ASM349136v1	NA	NA
GCA_003722175.1	PRJNA504296	SAMN10389897	NA	na	654	654	Aeromonas veronii	strain=MS-18-37	NA	latest	Complete Genome	Major	Full	2018-11-13	ASM372217v1	College of Veterinary Medicine	GCF_003722175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/722/175/GCA_003722175.1_ASM372217v1	NA	NA
GCA_008693705.1	PRJNA231221	SAMN11056347	NA	na	654	654	Aeromonas veronii	strain=FDAARGOS_632	NA	latest	Complete Genome	Major	Full	2019-09-25	ASM869370v1	US Food and Drug Administration	GCF_008693705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/693/705/GCA_008693705.1_ASM869370v1	NA	NA
GCA_009755745.1	PRJNA545011	SAMN11868773	NA	na	654	654	Aeromonas veronii	strain=HX3	NA	latest	Complete Genome	Major	Full	2019-12-16	ASM975574v1	The Hong Kong Polytechnic University	GCF_009755745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/755/745/GCA_009755745.1_ASM975574v1	NA	NA
GCA_009833025.1	PRJNA587884	SAMN13220457	NA	na	654	654	Aeromonas veronii	strain=A8-AHP	NA	latest	Complete Genome	Major	Full	2020-01-07	ASM983302v1	Guru Angad Dev Veterinary & Animal Sciences University	GCF_009833025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/833/025/GCA_009833025.1_ASM983302v1	NA	NA
GCA_009834065.1	PRJNA596872	SAMN13640848	NA	na	654	654	Aeromonas veronii	strain=AVNIH1	NA	latest	Complete Genome	Major	Full	2020-01-08	ASM983406v1	Korea Research Institute of Bioscience & Biotechnology	GCF_009834065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/834/065/GCA_009834065.1_ASM983406v1	NA	NA
GCA_011045495.1	PRJNA513116	SAMN10696333	NA	na	654	654	Aeromonas veronii	strain=ZfB1	NA	latest	Complete Genome	Major	Full	2020-03-02	ASM1104549v1	College of Fisheries	GCF_011045495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/045/495/GCA_011045495.1_ASM1104549v1	NA	NA
GCA_000354175.2	PRJNA184046	SAMN02603463	NA	representative genome	1219076	663	Vibrio alginolyticus NBRC 15630 = ATCC 17749	strain=ATCC 17749	NA	latest	Complete Genome	Major	Full	2013-09-10	ASM35417v2	Jinan Military General Hospital	GCF_000354175.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/354/175/GCA_000354175.2_ASM35417v2	NA	assembly from type material
GCA_001469735.1	PRJNA305220	SAMN04320555	NA	na	663	663	Vibrio alginolyticus	strain=ATCC 33787	NA	latest	Complete Genome	Major	Full	2015-12-09	ASM146973v1	South China Sea Institute of Oceanology	GCF_001469735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/469/735/GCA_001469735.1_ASM146973v1	NA	NA
GCA_001679745.1	PRJNA326213	SAMN05271497	NA	na	663	663	Vibrio alginolyticus	strain=ZJ-T	NA	latest	Complete Genome	Major	Full	2016-07-05	ASM167974v1	South China Sea Institute of Oceanology, Chinese Academy of Sciences	GCF_001679745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/679/745/GCA_001679745.1_ASM167974v1	NA	NA
GCA_002119505.2	PRJNA344731	SAMN05860636	NA	na	663	663	Vibrio alginolyticus	strain=K01M1	NA	latest	Complete Genome	Major	Full	2018-04-02	ASM211950v2	Goettingen Genomics Laboratory	GCF_002119505.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/119/505/GCA_002119505.2_ASM211950v2	NA	NA
GCA_002119525.1	PRJNA345286	SAMN05860643	NA	na	663	663	Vibrio alginolyticus	strain=K08M4	NA	latest	Complete Genome	Major	Full	2017-05-09	ASM211952v1	Goettingen Genomics Laboratory	GCF_002119525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/119/525/GCA_002119525.1_ASM211952v1	NA	NA
GCA_002119545.1	PRJNA345280	SAMN05860639	NA	na	663	663	Vibrio alginolyticus	strain=K04M5	NA	latest	Complete Genome	Major	Full	2017-05-09	ASM211954v1	Goettingen Genomics Laboratory	GCF_002119545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/119/545/GCA_002119545.1_ASM211954v1	NA	NA
GCA_002119565.1	PRJNA345284	SAMN05860641	NA	na	663	663	Vibrio alginolyticus	strain=K06K5	NA	latest	Complete Genome	Major	Full	2017-05-09	ASM211956v1	Goettingen Genomics Laboratory	GCF_002119565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/119/565/GCA_002119565.1_ASM211956v1	NA	NA
GCA_002119585.1	PRJNA345294	SAMN05860645	NA	na	663	663	Vibrio alginolyticus	strain=K10K4	NA	latest	Complete Genome	Major	Full	2017-05-09	ASM211958v1	Goettingen Genomics Laboratory	GCF_002119585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/119/585/GCA_002119585.1_ASM211958v1	NA	NA
